2,38.7063326,-9.1564249
2,38.7034301,-9.1704911
2,38.7053723,-9.195347
3,38.7375317,-9.1401467
3,38.737655,-9.1411567
3,38.7356241,-9.1397076
3,38.7391693,-9.1476975
3,38.737788,-9.1405485
4,38.7060467,-9.1941033
4,38.7355306,-9.1391591
4,38.7372011,-9.1403415
4,38.73789,-9.1406883
4,38.737405,-9.1403143
4,38.7053014,-9.19545
4,38.7090273,-9.1964741
4,38.7376861,-9.1409391
4,38.7101967,-9.2036283
4,38.7053652,-9.1953389
0,38.7372497,-9.1402143
0,38.737256,-9.1398052
0,38.7054756,-9.195446
0,38.7052855,-9.1953413
1,38.7380213,-9.140778
1,38.7377035,-9.1409069
1,38.7355244,-9.1395307
1,38.7370345,-9.1399419
1,38.7376792,-9.1406675
1,38.6972128,-9.198928
1,38.7051909,-9.1953441
2,38.7065521,-9.1740492
2,38.7378083,-9.1401317
2,38.7560888,-9.1769729
2,38.7365746,-9.1404497
2,38.7376479,-9.1409315
2,38.7377033,-9.1426583
2,38.7372759,-9.14506
2,38.7053704,-9.1953553
3,38.7379554,-9.1408819
3,38.7357897,-9.1396614
3,38.7356048,-9.1396347
3,38.713235,-9.1969967
4,38.7055273,-9.195261
4,38.7120783,-9.1380567
4,38.7378067,-9.1410583
4,38.7367351,-9.1491909
4,38.7077433,-9.17258
4,38.7046126,-9.1959009
0,38.7289467,-9.1496767
0,38.7357883,-9.13973
0,38.7358152,-9.1397491
0,38.7329948,-9.1512539
0,38.7330202,-9.1513976
0,38.735156,-9.1440829
0,38.7377978,-9.1404752
0,38.7378058,-9.1406116
0,38.7053528,-9.1953009
1,38.7173117,-9.19981
1,38.7361217,-9.1398217
1,38.7384982,-9.1348653
1,38.7378617,-9.1410117
1,38.7072718,-9.1727716
1,38.705286,-9.1952939
2,38.7134783,-9.2008167
2,38.7378517,-9.1412317
2,38.735805,-9.139155
2,38.7377222,-9.1411298
2,38.7376345,-9.1408452
2,38.73769,-9.142685
2,38.7053509,-9.1953028
2,38.7052729,-9.1953327
3,38.7374033,-9.139895
3,38.7351398,-9.1417986
3,38.7052967,-9.19506
3,38.7053492,-9.1953102
4,38.7350099,-9.1467314
4,38.7372589,-9.1402062
4,38.7368431,-9.1398437
4,38.733451,-9.1466542
4,38.7340677,-9.1433967
4,38.7071427,-9.218246
0,38.7063117,-9.1964633
0,38.7120767,-9.3640617
0,38.71186,-9.3639417
0,38.7376666,-9.1387063
0,38.74432,-9.1857467
1,38.7054445,-9.1953148
1,38.7353567,-9.139505
1,38.7371861,-9.1396129
1,38.7545366,-9.1485197
1,38.7546807,-9.1486446
1,38.7053427,-9.1953133
1,38.7053498,-9.1953013
2,38.7376517,-9.1409167
2,38.736902,-9.1399447
2,38.7053505,-9.1953018
2,38.7098515,-9.193142
2,38.7051811,-9.1940728
3,38.7375747,-9.1410028
3,38.7352244,-9.1420307
3,38.7366033,-9.1392267
3,38.705405,-9.1953635
4,38.698033,-9.1993329
4,38.7009013,-9.1999704
4,38.7053514,-9.1953
4,38.7057206,-9.1954526
0,38.737753,-9.1405963
0,38.7364923,-9.1414888
0,38.7053617,-9.195325
1,38.7377467,-9.140626
1,38.6986505,-9.1914875
1,38.7054133,-9.1953911
2,38.7377562,-9.1406199
2,38.7375641,-9.1409932
2,38.7358233,-9.13924
2,38.70482,-9.1941267
2,38.7053635,-9.1953229
3,38.73783,-9.14122
3,38.7463742,-9.1338234
3,38.7355702,-9.1397138
3,38.7376259,-9.140065
3,38.73764,-9.1410317
3,38.74298,-9.1820717
3,38.7392633,-9.2004433
3,38.7055621,-9.1957094
3,38.7049167,-9.19485
4,38.7374413,-9.1409192
4,38.7356774,-9.1747182
4,38.7053774,-9.1953283
0,38.73756,-9.14101
0,38.7329912,-9.1512931
0,38.73502,-9.1514933
0,38.7379,-9.1410917
0,38.7053812,-9.1953335
0,38.7053774,-9.1953342
1,38.7375585,-9.1398892
1,38.7377249,-9.1405185
1,38.7052319,-9.1955664
1,38.7620199,-9.1741587
1,38.7647266,-9.1751676
2,38.7068698,-9.1949638
2,38.7374933,-9.1408267
2,38.7053905,-9.1953267
3,38.7379878,-9.1410491
3,38.7375548,-9.1401486
3,38.7355885,-9.1396813
3,38.7053314,-9.1953326
4,38.737735,-9.1409867
4,38.7331137,-9.1513045
4,38.7377247,-9.1407554
4,38.705995,-9.1953883
4,38.7052317,-9.1953433
4,38.7053881,-9.1953293
0,38.7377601,-9.1406883
0,38.705368,-9.1953524
0,38.6864343,-9.3525811
0,38.6955781,-9.2912498
0,38.7053571,-9.1953568
1,38.7377288,-9.140625
1,38.7053532,-9.1953407
1,38.705602,-9.2049138
1,38.705755,-9.1995298
1,38.7054133,-9.1953617
2,38.7380385,-9.1410521
2,38.7355384,-9.1397125
2,38.7377432,-9.1405822
2,38.7053773,-9.1953604
3,38.7377225,-9.1410134
3,38.73526,-9.1392314
3,38.7377128,-9.1404561
3,38.7053758,-9.1953567
3,38.7054846,-9.1953856
4,38.737266,-9.1402214
4,38.7336253,-9.1413027
4,38.731855,-9.1411756
4,38.7377432,-9.1405822
4,38.7053668,-9.1953543
4,38.7054964,-9.1952286
0,38.73762,-9.1408367
0,38.7364906,-9.1414925
0,38.7377138,-9.1403897
0,38.7053734,-9.1953479
1,38.7140267,-9.20086
1,38.7173817,-9.2028583
1,38.7054126,-9.1953635
1,38.716855,-9.2283833
1,38.7144481,-9.2305486
1,38.6981154,-9.1883354
1,38.7023197,-9.1783331
2,38.7190086,-9.1850156
2,38.7197067,-9.1867033
2,38.704443,-9.1907904
2,38.7011517,-9.177955
2,38.7019029,-9.177956
2,38.7050767,-9.1878323
2,38.705358,-9.1953357
3,38.7380276,-9.1415399
3,38.7376433,-9.141385
3,38.7355274,-9.1421688
3,38.737673,-9.1410497
3,38.7376498,-9.1410213
3,38.6989517,-9.191105
3,38.7053163,-9.195327
4,38.7329633,-9.1454083
4,38.7376467,-9.1406983
4,38.7376916,-9.1405591
4,38.7172533,-9.2021283
4,38.7055117,-9.195685
4,38.7053317,-9.1954288
4,38.6985272,-9.1891603
4,38.7126483,-9.1626433
4,38.7149414,-9.1523628
